cell_type,contrast,symbol,logFC,t,P.Value,adj.P.Val
dc_monocytic_gmp,del5q-IB vs rest,SKP1,0.0736,5.15,3.49e-7,2.24e-6
dc_monocytic_gmp,del5q-IB vs rest,ARID1B,0.0645,5.13,3.86e-7,2.42e-6
dc_monocytic_gmp,del5q-IB vs rest,PPM1B,0.109,5.12,4.03e-7,2.47e-6
dc_monocytic_gmp,del5q-IB vs rest,RPL36A,0.0111,5.07,5.17e-7,3.1e-6
dc_monocytic_gmp,del5q-IB vs rest,FNDC3B,-0.0529,-5.06,5.43e-7,3.19e-6
dc_monocytic_gmp,del5q-IB vs rest,PLAC8,-0.12,-4.98,7.97e-7,4.59e-6
dc_monocytic_gmp,del5q-IB vs rest,JUNB,0.207,4.89,1.26e-6,7.12e-6
dc_monocytic_gmp,del5q-IB vs rest,TCF12,0.0164,4.86,1.48e-6,8.22e-6
dc_monocytic_gmp,del5q-IB vs rest,ARID4B,-0.089,-4.84,1.63e-6,8.88e-6
dc_monocytic_gmp,del5q-IB vs rest,SNX3,-0.0507,-4.83,1.71e-6,9.1e-6
dc_monocytic_gmp,del5q-IB vs rest,ERG,-0.223,-4.82,1.75e-6,9.16e-6
dc_monocytic_gmp,del5q-IB vs rest,GRB2,0.0528,4.71,2.95e-6,1.52e-5
dc_monocytic_gmp,del5q-IB vs rest,MYO9B,-0.0453,-4.67,3.7e-6,1.87e-5
dc_monocytic_gmp,del5q-IB vs rest,SP3,0.0508,4.64,4.18e-6,2.07e-5
dc_monocytic_gmp,del5q-IB vs rest,RPL26,0.0316,4.63,4.48e-6,2.19e-5
dc_monocytic_gmp,del5q-IB vs rest,DDX3X,0.0446,4.61,4.73e-6,2.27e-5
dc_monocytic_gmp,del5q-IB vs rest,WTAP,0.107,4.6,5.03e-6,2.37e-5
dc_monocytic_gmp,del5q-IB vs rest,ADK,-0.124,-4.58,5.63e-6,2.62e-5
dc_monocytic_gmp,del5q-IB vs rest,SMIM24,0.032,4.51,7.52e-6,3.44e-5
dc_monocytic_gmp,del5q-IB vs rest,PBX3,-0.057,-4.51,7.77e-6,3.5e-5
dc_monocytic_gmp,del5q-IB vs rest,ATP8B4,-0.068,-4.49,8.37e-6,3.71e-5
dc_monocytic_gmp,del5q-IB vs rest,RPL36AL,0.0529,4.39,1.3e-5,5.66e-5
dc_monocytic_gmp,del5q-IB vs rest,NFKBIA,0.209,4.34,1.64e-5,7.05e-5
dc_monocytic_gmp,del5q-IB vs rest,WDFY2,-0.101,-4.2,3.07e-5,1.3e-4
dc_monocytic_gmp,del5q-IB vs rest,GOLPH3,-0.068,-4.14,3.85e-5,1.61e-4
dc_monocytic_gmp,del5q-IB vs rest,JARID2,0.141,4.13,4.1e-5,1.69e-4
dc_monocytic_gmp,del5q-IB vs rest,CNBP,0.0488,4.13,4.17e-5,1.69e-4
dc_monocytic_gmp,del5q-IB vs rest,ELANE,-0.0555,-4.1,4.58e-5,1.83e-4
dc_monocytic_gmp,del5q-IB vs rest,CIRBP,0.106,4.09,4.78e-5,1.89e-4
dc_monocytic_gmp,del5q-IB vs rest,MAPK14,-0.0257,-4.03,6.1e-5,2.37e-4
dc_monocytic_gmp,del5q-IB vs rest,SPIDR,-0.0925,-4.02,6.37e-5,2.45e-4
dc_monocytic_gmp,del5q-IB vs rest,CHST11,0.0341,4,6.95e-5,2.63e-4
dc_monocytic_gmp,del5q-IB vs rest,STAG1,0.0108,3.94,8.95e-5,3.35e-4
dc_monocytic_gmp,del5q-IB vs rest,GNPTAB,0.155,3.93,9.3e-5,3.43e-4
dc_monocytic_gmp,del5q-IB vs rest,SMDT1,0.0156,3.93,9.47e-5,3.45e-4
dc_monocytic_gmp,del5q-IB vs rest,ZNF644,-0.0169,-3.9,1.05e-4,3.78e-4
dc_monocytic_gmp,del5q-IB vs rest,PLXDC2,0.0696,3.88,1.13e-4,4.03e-4
dc_monocytic_gmp,del5q-IB vs rest,APLP2,-0.0976,-3.8,1.6e-4,5.62e-4
dc_monocytic_gmp,del5q-IB vs rest,LUC7L2,-0.0407,-3.79,1.63e-4,5.67e-4
dc_monocytic_gmp,del5q-IB vs rest,PHTF1,-0.0247,-3.64,2.94e-4,0.00101
dc_monocytic_gmp,del5q-IB vs rest,YBX1,0.0626,3.64,2.99e-4,0.00101
dc_monocytic_gmp,del5q-IB vs rest,FBXO34,-0.0566,-3.63,3.04e-4,0.00102
dc_monocytic_gmp,del5q-IB vs rest,TUBA1B,-0.0294,-3.59,3.57e-4,0.00118
dc_monocytic_gmp,del5q-IB vs rest,RTN4,-0.0211,-3.57,3.79e-4,0.00124
dc_monocytic_gmp,del5q-IB vs rest,CD52,0.12,3.56,4.04e-4,0.00131
dc_monocytic_gmp,del5q-IB vs rest,SMC5,0.0717,3.55,4.13e-4,0.00132
dc_monocytic_gmp,del5q-IB vs rest,N4BP2L2,-0.0236,-3.55,4.16e-4,0.00132
dc_monocytic_gmp,del5q-IB vs rest,TBC1D5,-0.0606,-3.53,4.49e-4,0.00141
dc_monocytic_gmp,del5q-IB vs rest,HSP90AB1,-0.144,-3.5,4.93e-4,0.00153
dc_monocytic_gmp,del5q-IB vs rest,PPP3R1,-0.0135,-3.49,5.18e-4,0.00159
dc_monocytic_gmp,del5q-IB vs rest,EIF3A,0.0611,3.46,5.73e-4,0.00174
dc_monocytic_gmp,del5q-IB vs rest,ELF2,0.0572,3.4,7.1e-4,0.00213
dc_monocytic_gmp,del5q-IB vs rest,MYADM,0.115,3.38,7.79e-4,0.00231
dc_monocytic_gmp,del5q-IB vs rest,HSPD1,-0.0566,-3.37,7.92e-4,0.00233
dc_monocytic_gmp,del5q-IB vs rest,RANBP9,-0.00281,-3.36,8.22e-4,0.00239
dc_monocytic_gmp,del5q-IB vs rest,CD44,0.0461,3.34,8.92e-4,0.00257
dc_monocytic_gmp,del5q-IB vs rest,SIPA1L1,0.0478,3.31,9.94e-4,0.00283
dc_monocytic_gmp,del5q-IB vs rest,KLF6,0.0974,3.28,0.0011,0.00311
dc_monocytic_gmp,del5q-IB vs rest,CLEC11A,-0.173,-3.27,0.00113,0.00315
dc_monocytic_gmp,del5q-IB vs rest,CLINT1,0.0129,3.23,0.00128,0.00356
dc_monocytic_gmp,del5q-IB vs rest,RTF1,-0.0116,-3.23,0.0013,0.00358
dc_monocytic_gmp,del5q-IB vs rest,EZH2,0.075,3.22,0.00136,0.0037
dc_monocytic_gmp,del5q-IB vs rest,MARCH6,-0.00227,-3.21,0.00139,0.00373
dc_monocytic_gmp,del5q-IB vs rest,GAB2,0.141,3.21,0.0014,0.00373
dc_monocytic_gmp,del5q-IB vs rest,OAZ1,-0.00547,-3.21,0.00141,0.00373
dc_monocytic_gmp,del5q-IB vs rest,KCNQ5,0.00183,3.17,0.0016,0.0042
dc_monocytic_gmp,del5q-IB vs rest,SLC25A6,-0.0185,-3.16,0.00166,0.00431
dc_monocytic_gmp,del5q-IB vs rest,DTL,-0.0207,-3.15,0.00173,0.00444
dc_monocytic_gmp,del5q-IB vs rest,SMURF1,0.123,3.14,0.00175,0.00447
dc_monocytic_gmp,del5q-IB vs rest,NCOA3,0.0328,3.14,0.00177,0.00448
dc_monocytic_gmp,del5q-IB vs rest,UBB,-0.0308,-3.12,0.00191,0.00477
dc_monocytic_gmp,del5q-IB vs rest,CCNL1,0.018,3.11,0.00197,0.00488
dc_monocytic_gmp,del5q-IB vs rest,ZC3HAV1,0.277,3.1,0.002,0.00493
dc_monocytic_gmp,del5q-IB vs rest,QKI,-0.0269,-3.08,0.00219,0.00534
dc_monocytic_gmp,del5q-IB vs rest,SRPK2,0.145,3.06,0.0023,0.00556
dc_monocytic_gmp,del5q-IB vs rest,RPLP1,-0.0174,-3.05,0.00238,0.00572
dc_monocytic_gmp,del5q-IB vs rest,RILPL2,0.0763,2.98,0.00294,0.007
dc_monocytic_gmp,del5q-IB vs rest,EIF1AX,0.115,2.98,0.003,0.00708
dc_monocytic_gmp,del5q-IB vs rest,DDAH2,0.016,2.97,0.00313,0.00733
dc_monocytic_gmp,del5q-IB vs rest,SLMAP,-0.0371,-2.93,0.00346,0.00804
dc_monocytic_gmp,del5q-IB vs rest,SMURF2,0.0258,2.92,0.00358,0.00826
dc_monocytic_gmp,del5q-IB vs rest,PRKDC,0.00225,2.84,0.00462,0.0106
dc_monocytic_gmp,del5q-IB vs rest,NFKBIZ,0.151,2.84,0.00466,0.0106
dc_monocytic_gmp,del5q-IB vs rest,TXNIP,0.102,2.83,0.00483,0.0109
dc_monocytic_gmp,del5q-IB vs rest,VIM,0.0254,2.82,0.00494,0.011
dc_monocytic_gmp,del5q-IB vs rest,CST3,0.0933,2.78,0.00557,0.0123
dc_monocytic_gmp,del5q-IB vs rest,BCR,-0.0169,-2.73,0.00647,0.0142
dc_monocytic_gmp,del5q-IB vs rest,SCFD1,0.0196,2.72,0.00666,0.0145
dc_monocytic_gmp,del5q-IB vs rest,ANKRD12,-0.021,-2.71,0.00692,0.015
dc_monocytic_gmp,del5q-IB vs rest,VAMP2,0.156,2.7,0.00714,0.0153
dc_monocytic_gmp,del5q-IB vs rest,CCNI,-0.0388,-2.7,0.00721,0.0154
dc_monocytic_gmp,del5q-IB vs rest,RPS11,0.00316,2.69,0.00725,0.0154
dc_monocytic_gmp,del5q-IB vs rest,DPYD,-0.0947,-2.69,0.00742,0.0156
dc_monocytic_gmp,del5q-IB vs rest,TTC17,-0.0213,-2.67,0.00776,0.0162
dc_monocytic_gmp,del5q-IB vs rest,FOS,0.165,2.64,0.00841,0.0174
dc_monocytic_gmp,del5q-IB vs rest,ARHGAP15,-0.0418,-2.63,0.00868,0.0179
dc_monocytic_gmp,del5q-IB vs rest,RBL1,0.0513,2.62,0.00912,0.0186
dc_monocytic_gmp,del5q-IB vs rest,NASP,0.0679,2.6,0.00947,0.0192
dc_monocytic_gmp,del5q-IB vs rest,CD74,-0.0222,-2.58,0.0101,0.0203
dc_monocytic_gmp,del5q-IB vs rest,BBX,0.0851,2.57,0.0103,0.0206
dc_monocytic_gmp,del5q-IB vs rest,KLF2,0.0234,2.55,0.011,0.0218
dc_monocytic_gmp,del5q-IB vs rest,NEMF,-0.0182,-2.54,0.0112,0.0221
dc_monocytic_gmp,del5q-IB vs rest,SETD2,-0.0115,-2.52,0.0121,0.0237
dc_monocytic_gmp,del5q-IB vs rest,GNB4,0.00182,2.46,0.0142,0.0276
dc_monocytic_gmp,del5q-IB vs rest,LMNA,0.0151,2.44,0.0151,0.0292
dc_monocytic_gmp,del5q-IB vs rest,SQSTM1,-0.0163,-2.42,0.0158,0.0303
dc_monocytic_gmp,del5q-IB vs rest,EREG,-0.0555,-2.37,0.0182,0.0347
dc_monocytic_gmp,del5q-IB vs rest,PRDX6,-0.0315,-2.36,0.0186,0.0353
dc_monocytic_gmp,del5q-IB vs rest,PTEN,-0.0502,-2.34,0.0196,0.037
dc_monocytic_gmp,del5q-IB vs rest,PELI2,0.0521,2.32,0.0208,0.0388
dc_monocytic_gmp,del5q-IB vs rest,TRPS1,0.00961,2.31,0.0212,0.0394
dc_monocytic_gmp,del5q-IB vs rest,APBB1IP,-0.0845,-2.31,0.0215,0.0396
dc_monocytic_gmp,del5q-IB vs rest,SUPT3H,0.0518,2.28,0.0231,0.0423
dc_monocytic_gmp,del5q-IB vs rest,TEX14,0.0194,2.17,0.0302,0.0549
dc_monocytic_gmp,del5q-IB vs rest,SYK,-0.0422,-2.17,0.0305,0.0549
dc_monocytic_gmp,del5q-IB vs rest,EIF4G3,-0.0234,-2.17,0.0305,0.0549
dc_monocytic_gmp,del5q-IB vs rest,SRSF5,0.0346,2.15,0.0318,0.0569
dc_monocytic_gmp,del5q-IB vs rest,PPP3CA,-0.0851,-2.15,0.032,0.057
dc_monocytic_gmp,del5q-IB vs rest,BEX1,0.0957,2.15,0.0322,0.057
dc_monocytic_gmp,del5q-IB vs rest,WAC,0.00412,2.14,0.0327,0.0575
dc_monocytic_gmp,del5q-IB vs rest,ARIH1,-3.39e-4,-2.14,0.033,0.0576
dc_monocytic_gmp,del5q-IB vs rest,MKLN1,0.0123,2.12,0.0342,0.0594
dc_monocytic_gmp,del5q-IB vs rest,AIF1,-0.0469,-2.1,0.0362,0.0624
dc_monocytic_gmp,del5q-IB vs rest,COG5,0.0135,2.06,0.0396,0.0679
dc_monocytic_gmp,del5q-IB vs rest,TSC22D3,0.014,2.05,0.0407,0.0694
dc_monocytic_gmp,del5q-IB vs rest,BRAF,-0.0344,-2.04,0.0417,0.0707
dc_monocytic_gmp,del5q-IB vs rest,UBE2E1,0.0194,2.03,0.043,0.0725
dc_monocytic_gmp,del5q-IB vs rest,TET2,-0.0457,-2.01,0.0448,0.075
dc_monocytic_gmp,del5q-IB vs rest,RPS10,0.00739,1.95,0.0515,0.0858
dc_monocytic_gmp,del5q-IB vs rest,ZEB2,0.0415,1.94,0.0527,0.0872
dc_monocytic_gmp,del5q-IB vs rest,PRRC2B,-0.0288,-1.93,0.0535,0.0881
dc_monocytic_gmp,del5q-IB vs rest,ZNF292,-0.0109,-1.89,0.0587,0.096
dc_monocytic_gmp,del5q-IB vs rest,PRTN3,0.0242,1.89,0.0595,0.0968
dc_monocytic_gmp,del5q-IB vs rest,BCLAF1,-0.00106,-1.88,0.0607,0.0979
dc_monocytic_gmp,del5q-IB vs rest,ELMO1,0.00454,1.88,0.0608,0.0979
dc_monocytic_gmp,del5q-IB vs rest,SRSF11,-0.0265,-1.85,0.0641,0.103
dc_monocytic_gmp,del5q-IB vs rest,PRKCB,0.0314,1.83,0.068,0.108
dc_monocytic_gmp,del5q-IB vs rest,ZFR,0.00949,1.81,0.0705,0.112
dc_monocytic_gmp,del5q-IB vs rest,LDHA,0.00108,1.81,0.071,0.112
dc_monocytic_gmp,del5q-IB vs rest,MIF,0.0166,1.81,0.0713,0.112
dc_monocytic_gmp,del5q-IB vs rest,PTBP2,-0.0148,-1.77,0.0767,0.119
dc_monocytic_gmp,del5q-IB vs rest,KAT6B,-3.06e-4,-1.77,0.0774,0.12
dc_monocytic_gmp,del5q-IB vs rest,HMGB1,-0.014,-1.74,0.0824,0.127
dc_monocytic_gmp,del5q-IB vs rest,HNRNPD,0.0132,1.73,0.085,0.13
dc_monocytic_gmp,del5q-IB vs rest,RSL24D1,0.0133,1.72,0.0856,0.13
dc_monocytic_gmp,del5q-IB vs rest,MYL12B,0.0191,1.72,0.086,0.13
dc_monocytic_gmp,del5q-IB vs rest,NKTR,-5.5e-4,-1.71,0.0873,0.132
dc_monocytic_gmp,del5q-IB vs rest,JUND,0.0824,1.7,0.0894,0.134
dc_monocytic_gmp,del5q-IB vs rest,SCAF11,-0.01,-1.68,0.0929,0.139
dc_monocytic_gmp,del5q-IB vs rest,NME2,-0.0284,-1.66,0.0976,0.145
dc_monocytic_gmp,del5q-IB vs rest,PCBP2,4.23e-4,1.65,0.0995,0.147
dc_monocytic_gmp,del5q-IB vs rest,ANKRD44,0.0103,1.64,0.1,0.147
dc_monocytic_gmp,del5q-IB vs rest,CHD1,-0.0485,-1.64,0.101,0.147
dc_monocytic_gmp,del5q-IB vs rest,CDC42SE2,0.0144,1.6,0.111,0.161
dc_monocytic_gmp,del5q-IB vs rest,IFIT2,0.43,1.58,0.115,0.166
dc_monocytic_gmp,del5q-IB vs rest,H1FX,-0.0103,-1.53,0.125,0.18
dc_monocytic_gmp,del5q-IB vs rest,DUSP1,0.103,1.52,0.129,0.185
dc_monocytic_gmp,del5q-IB vs rest,MZT2B,0.0174,1.5,0.135,0.192
dc_monocytic_gmp,del5q-IB vs rest,MCTP2,-0.00653,-1.47,0.142,0.201
dc_monocytic_gmp,del5q-IB vs rest,SRSF3,-0.0207,-1.47,0.143,0.201
dc_monocytic_gmp,del5q-IB vs rest,PDS5B,0.0178,1.41,0.159,0.223
dc_monocytic_gmp,del5q-IB vs rest,ARRDC3,-0.102,-1.4,0.162,0.226
dc_monocytic_gmp,del5q-IB vs rest,ZNF326,-0.0135,-1.39,0.164,0.228
dc_monocytic_gmp,del5q-IB vs rest,MECP2,-0.0489,-1.39,0.165,0.228
dc_monocytic_gmp,del5q-IB vs rest,KANSL1,0.00979,1.38,0.167,0.231
dc_monocytic_gmp,del5q-IB vs rest,KDM5B,-0.00291,-1.32,0.188,0.258
dc_monocytic_gmp,del5q-IB vs rest,C12orf57,-0.0113,-1.31,0.191,0.26
dc_monocytic_gmp,del5q-IB vs rest,SENP5,0.0122,1.31,0.192,0.26
dc_monocytic_gmp,del5q-IB vs rest,ARID4A,0.00264,1.3,0.193,0.26
dc_monocytic_gmp,del5q-IB vs rest,DIP2B,0.0293,1.3,0.193,0.26
dc_monocytic_gmp,del5q-IB vs rest,FNDC3A,-0.00738,-1.29,0.197,0.263
dc_monocytic_gmp,del5q-IB vs rest,RPS26,-0.0694,-1.29,0.197,0.263
dc_monocytic_gmp,del5q-IB vs rest,SVIL,-0.0106,-1.23,0.218,0.289
dc_monocytic_gmp,del5q-IB vs rest,RNF24,5.86e-4,1.2,0.232,0.307
dc_monocytic_gmp,del5q-IB vs rest,IGLL1,-0.00498,-1.15,0.249,0.327
dc_monocytic_gmp,del5q-IB vs rest,ACTR2,-0.0139,-1.15,0.252,0.33
dc_monocytic_gmp,del5q-IB vs rest,HMGN2,-0.026,-1.13,0.257,0.335
dc_monocytic_gmp,del5q-IB vs rest,XPO1,-0.0981,-1.12,0.262,0.34
dc_monocytic_gmp,del5q-IB vs rest,DENND1B,0.00818,1.12,0.264,0.34
dc_monocytic_gmp,del5q-IB vs rest,PDZD8,0.0145,1.1,0.271,0.349
dc_monocytic_gmp,del5q-IB vs rest,TPI1,-0.00527,-1.1,0.273,0.349
dc_monocytic_gmp,del5q-IB vs rest,CUX1,0.00459,1.08,0.283,0.36
dc_monocytic_gmp,del5q-IB vs rest,RPL34,1.83e-4,1.04,0.301,0.382
dc_monocytic_gmp,del5q-IB vs rest,UBA52,-3.56e-4,-1.03,0.305,0.385
dc_monocytic_gmp,del5q-IB vs rest,PPP6C,0.0037200000000000002,1.02,0.31,0.389
dc_monocytic_gmp,del5q-IB vs rest,SRRM1,0.0187,1.01,0.314,0.393
dc_monocytic_gmp,del5q-IB vs rest,RPL13,1.41e-4,0.998,0.318,0.397
dc_monocytic_gmp,del5q-IB vs rest,RUNX1,0.00639,0.967,0.334,0.415
dc_monocytic_gmp,del5q-IB vs rest,STAU1,-0.0205,-0.932,0.352,0.435
dc_monocytic_gmp,del5q-IB vs rest,RBM25,-0.0443,-0.896,0.37,0.456
dc_monocytic_gmp,del5q-IB vs rest,SUMF1,-0.0299,-0.883,0.377,0.462
dc_monocytic_gmp,del5q-IB vs rest,PDE7A,-0.0105,-0.85,0.396,0.483
dc_monocytic_gmp,del5q-IB vs rest,SLC39A8,-0.031,-0.825,0.41,0.496
dc_monocytic_gmp,del5q-IB vs rest,H2AFV,0.0055,0.825,0.41,0.496
dc_monocytic_gmp,del5q-IB vs rest,CRY1,-1.35e-4,-0.82,0.412,0.497
dc_monocytic_gmp,del5q-IB vs rest,FUS,-0.00308,-0.785,0.432,0.519
dc_monocytic_gmp,del5q-IB vs rest,CD164,0.00607,0.772,0.441,0.526
dc_monocytic_gmp,del5q-IB vs rest,SELL,-0.0354,-0.742,0.458,0.545
dc_monocytic_gmp,del5q-IB vs rest,ZBTB20,0.0137,0.737,0.461,0.547
dc_monocytic_gmp,del5q-IB vs rest,SLTM,0.0231,0.691,0.49,0.578
dc_monocytic_gmp,del5q-IB vs rest,DOCK8,-0.0264,-0.672,0.502,0.59
dc_monocytic_gmp,del5q-IB vs rest,CELF2,0.0021,0.66,0.51,0.597
dc_monocytic_gmp,del5q-IB vs rest,ASXL1,0.0227,0.594,0.553,0.643
dc_monocytic_gmp,del5q-IB vs rest,MYCBP2,-0.00854,-0.592,0.554,0.643
dc_monocytic_gmp,del5q-IB vs rest,ELOVL5,0.00219,0.566,0.571,0.661
dc_monocytic_gmp,del5q-IB vs rest,RELL1,0.0227,0.558,0.577,0.664
dc_monocytic_gmp,del5q-IB vs rest,NAP1L1,9.66e-4,0.556,0.578,0.664
dc_monocytic_gmp,del5q-IB vs rest,JUN,-0.053,-0.515,0.606,0.693
dc_monocytic_gmp,del5q-IB vs rest,SFPQ,-0.00246,-0.51,0.61,0.694
dc_monocytic_gmp,del5q-IB vs rest,LUZP1,0.00657,0.49,0.624,0.706
dc_monocytic_gmp,del5q-IB vs rest,ZSWIM6,0.0298,0.489,0.625,0.706
dc_monocytic_gmp,del5q-IB vs rest,ARL6IP1,-0.00414,-0.461,0.645,0.726
dc_monocytic_gmp,del5q-IB vs rest,STAT1,-0.00151,-0.455,0.65,0.728
dc_monocytic_gmp,del5q-IB vs rest,HNRNPR,0.00804,0.428,0.669,0.747
dc_monocytic_gmp,del5q-IB vs rest,VMP1,0.0181,0.419,0.676,0.749
dc_monocytic_gmp,del5q-IB vs rest,ZFAND3,-0.00151,-0.418,0.676,0.749
dc_monocytic_gmp,del5q-IB vs rest,TAF1D,-0.00508,-0.41,0.682,0.752
dc_monocytic_gmp,del5q-IB vs rest,ARHGDIB,-1.41e-4,-0.399,0.69,0.758
dc_monocytic_gmp,del5q-IB vs rest,S100A4,-0.0175,-0.38,0.704,0.771
dc_monocytic_gmp,del5q-IB vs rest,HNRNPH1,0.00194,0.332,0.74,0.807
dc_monocytic_gmp,del5q-IB vs rest,LGALS1,-0.012,-0.327,0.744,0.808
dc_monocytic_gmp,del5q-IB vs rest,PRSS57,-0.00234,-0.305,0.76,0.823
dc_monocytic_gmp,del5q-IB vs rest,TBL1XR1,-0.00198,-0.299,0.765,0.824
dc_monocytic_gmp,del5q-IB vs rest,ZNF254,-0.00915,-0.297,0.767,0.824
dc_monocytic_gmp,del5q-IB vs rest,TTC3,-4.55e-4,-0.292,0.77,0.824
dc_monocytic_gmp,del5q-IB vs rest,PNISR,-6.44e-4,-0.288,0.774,0.824
dc_monocytic_gmp,del5q-IB vs rest,SMYD3,-0.00236,-0.283,0.777,0.824
dc_monocytic_gmp,del5q-IB vs rest,DDX5,-0.00483,-0.282,0.778,0.824
dc_monocytic_gmp,del5q-IB vs rest,TPT1,3.08e-4,0.278,0.781,0.824
dc_monocytic_gmp,del5q-IB vs rest,SECISBP2,-0.00639,-0.236,0.813,0.855
dc_monocytic_gmp,del5q-IB vs rest,PPP1R12A,-1.07e-4,-0.225,0.822,0.861
dc_monocytic_gmp,del5q-IB vs rest,NCOR1,0.00174,0.194,0.847,0.88
dc_monocytic_gmp,del5q-IB vs rest,FABP5,-0.00181,-0.193,0.847,0.88
dc_monocytic_gmp,del5q-IB vs rest,UBE2B,3.78e-4,0.18,0.857,0.888
dc_monocytic_gmp,del5q-IB vs rest,XBP1,-8.32e-4,-0.141,0.888,0.917
dc_monocytic_gmp,del5q-IB vs rest,IP6K1,0.00203,0.11,0.913,0.939
dc_monocytic_gmp,del5q-IB vs rest,AOAH,0.0024,0.0959,0.924,0.947
dc_monocytic_gmp,del5q-IB vs rest,AREG,-0.00851,-0.0897,0.929,0.948
dc_monocytic_gmp,del5q-IB vs rest,MDK,-0.00136,-0.0623,0.95,0.964
dc_monocytic_gmp,del5q-IB vs rest,GABARAP,3.92e-5,0.0617,0.951,0.964
dc_monocytic_gmp,del5q-IB vs rest,KMT2C,-1.19e-4,-0.0541,0.957,0.965
dc_monocytic_gmp,del5q-IB vs rest,AP3B1,6.48e-4,0.0529,0.958,0.965
dc_monocytic_gmp,del5q-IB vs rest,PICALM,-0.00198,-0.0307,0.975,0.979
dc_monocytic_gmp,del5q-IB vs rest,PHACTR2,8.57e-4,0.0208,0.983,0.983
dc_monocytic_gmp,SF3B1-IB vs rest,RTF1,0.0311,10.9,1.72e-25,4.8099999999999994e-23
dc_monocytic_gmp,SF3B1-IB vs rest,TRPS1,-0.0356,-10.8,3.58e-25,4.8099999999999994e-23
dc_monocytic_gmp,SF3B1-IB vs rest,NSMCE2,-0.0531,-10.8,5.01e-25,4.8099999999999994e-23
dc_monocytic_gmp,SF3B1-IB vs rest,ETF1,0.199,9.8,2.7200000000000002e-21,1.96e-19
dc_monocytic_gmp,SF3B1-IB vs rest,MYL12B,0.0826,9.23,3.38e-19,1.95e-17
dc_monocytic_gmp,SF3B1-IB vs rest,LUZP1,0.0958,8.82,9.6e-18,4.61e-16
dc_monocytic_gmp,SF3B1-IB vs rest,FBXO34,0.11,8.64,4.09e-17,1.68e-15
dc_monocytic_gmp,SF3B1-IB vs rest,CD44,-0.0963,-8.51,1.14e-16,4.09e-15
dc_monocytic_gmp,SF3B1-IB vs rest,PHTF1,0.0467,8.35,3.75e-16,1.2e-14
dc_monocytic_gmp,SF3B1-IB vs rest,HSPA8,0.089,8.3,5.77e-16,1.66e-14
dc_monocytic_gmp,SF3B1-IB vs rest,H2AFV,0.0444,8.16,1.65e-15,4.31e-14
dc_monocytic_gmp,SF3B1-IB vs rest,RPL36AL,-0.0803,-8.05,3.66e-15,8.78e-14
dc_monocytic_gmp,SF3B1-IB vs rest,DTL,0.0425,7.8,2.28e-14,5.05e-13
dc_monocytic_gmp,SF3B1-IB vs rest,EIF3K,0.0549,7.67,5.86e-14,1.19e-12
dc_monocytic_gmp,SF3B1-IB vs rest,ATAD2,-0.0104,-7.67,6.2e-14,1.19e-12
dc_monocytic_gmp,SF3B1-IB vs rest,TUBA1B,0.0493,7.24,1.24e-12,2.23e-11
dc_monocytic_gmp,SF3B1-IB vs rest,EREG,-0.14,-7.21,1.52e-12,2.58e-11
dc_monocytic_gmp,SF3B1-IB vs rest,UQCRB,-0.013,-7.16,2.18e-12,3.4e-11
dc_monocytic_gmp,SF3B1-IB vs rest,ZEB2,-0.126,-7.15,2.24e-12,3.4e-11
dc_monocytic_gmp,SF3B1-IB vs rest,STAG1,-0.0158,-6.91,1.12e-11,1.61e-10
dc_monocytic_gmp,SF3B1-IB vs rest,KMT2C,-0.0125,-6.89,1.3e-11,1.79e-10
dc_monocytic_gmp,SF3B1-IB vs rest,CD74,-0.0491,-6.87,1.42e-11,1.86e-10
dc_monocytic_gmp,SF3B1-IB vs rest,BTBD11,-0.0186,-6.82,1.97e-11,2.47e-10
dc_monocytic_gmp,SF3B1-IB vs rest,HMGB1,0.0454,6.8,2.24e-11,2.69e-10
dc_monocytic_gmp,SF3B1-IB vs rest,SKP1,-0.0814,-6.75,3.15e-11,3.63e-10
dc_monocytic_gmp,SF3B1-IB vs rest,RPS11,-0.00657,-6.73,3.56e-11,3.95e-10
dc_monocytic_gmp,SF3B1-IB vs rest,MYCBP2,-0.0803,-6.72,3.77e-11,4.02e-10
dc_monocytic_gmp,SF3B1-IB vs rest,SP3,0.0616,6.69,4.64e-11,4.77e-10
dc_monocytic_gmp,SF3B1-IB vs rest,HSPD1,0.0918,6.54,1.21e-10,1.2e-9
dc_monocytic_gmp,SF3B1-IB vs rest,MKLN1,-0.0309,-6.38,3.21e-10,3.08e-9
dc_monocytic_gmp,SF3B1-IB vs rest,ARL6IP1,-0.0474,-6.35,4.02e-10,3.64e-9
dc_monocytic_gmp,SF3B1-IB vs rest,TUBA1A,-0.14,-6.35,4.05e-10,3.64e-9
dc_monocytic_gmp,SF3B1-IB vs rest,TSC22D3,-0.036,-6.32,4.78e-10,4.17e-9
dc_monocytic_gmp,SF3B1-IB vs rest,MYADM,-0.179,-6.29,5.82e-10,4.93e-9
dc_monocytic_gmp,SF3B1-IB vs rest,KCNQ5,0.00303,6.28,6.16e-10,5.07e-9
dc_monocytic_gmp,SF3B1-IB vs rest,PICALM,0.334,6.22,8.47e-10,6.68e-9
dc_monocytic_gmp,SF3B1-IB vs rest,NFKB1,-0.224,-6.22,8.59e-10,6.68e-9
dc_monocytic_gmp,SF3B1-IB vs rest,TTC3,0.00806,6.22,8.85e-10,6.7e-9
